Borough,Zipcode,Year,Month,Average Sale Price
Queens,11356,2021,June,855595.1778
Queens,11357,2021,June,502800.4174
Queens,11358,2021,June,746009.1224
Queens,11360,2021,June,459591.4426
Queens,11361,2021,June,594259.575
Queens,11362,2021,June,533260.8696
Queens,11363,2021,June,667666.6667
Queens,11364,2021,June,525309.1857
Queens,11365,2021,June,482256.5789
Queens,11366,2021,June,575962.8947
Queens,11367,2021,June,339073.383
Queens,11368,2021,June,603562.1364
Queens,11369,2021,June,387469.7576
Queens,11370,2021,June,453884.6154
Queens,11372,2021,June,351967.3036
Queens,11373,2021,June,434447.3485
Queens,11374,2021,June,360974.2857
Queens,11375,2021,June,567526.4264
Queens,11377,2021,June,862329
Queens,11378,2021,June,450948.7179
Queens,11379,2021,June,565485
Queens,11385,2021,June,1085125.796
Queens,11411,2021,June,327524.7241
Queens,11412,2021,June,351708.5667
Queens,11413,2021,June,457026.587
Queens,11414,2021,June,366620.4872
Queens,11415,2021,June,774357.1111
Queens,11416,2021,June,360416.6667
Queens,11417,2021,June,303124.3333
Queens,11418,2021,June,741689.6207
Queens,11419,2021,June,423793.4783
Queens,11420,2021,June,289891.0959
Queens,11421,2021,June,471417.0435
Queens,11422,2021,June,274714.1143
Queens,11423,2021,June,436470.5882
Queens,11426,2021,June,530634.6154
Queens,11427,2021,June,442621.5862
Queens,11428,2021,June,444464.6429
Queens,11429,2021,June,447934.3
Queens,11432,2021,June,334557.1429
Queens,11433,2021,June,322730.2195
Queens,11434,2021,June,343831.75
Queens,11435,2021,June,321982.1094
Queens,11436,2021,June,357030.6364
Queens,11691,2021,June,593264.175
Queens,11692,2021,June,432416.625
Queens,11693,2021,June,317880
Queens,11694,2021,June,640379.234
Queens,11697,2021,June,381818.1818
Queens,11001,2021,July,436258.3333
Queens,11004,2021,July,247617.2414
Queens,11005,2021,July,402181.8182
Queens,11040,2021,July,113000
Queens,11101,2021,July,1142437.25
Queens,11102,2021,July,632485.7647
Queens,11103,2021,July,732560
Queens,11104,2021,July,544576.9091
Queens,11105,2021,July,492385.037
Queens,11106,2021,July,1091296.317
Queens,11109,2021,July,605000
Queens,11351,2021,July,1075079.333
Queens,11354,2021,July,656602.7
Queens,11355,2021,July,477693.5195
Queens,11356,2021,July,750672.6316
Queens,11357,2021,July,526911.5588
Queens,11358,2021,July,687882.6667
Queens,11360,2021,July,610470.7368
Queens,11361,2021,July,609872.9565
Queens,11362,2021,July,477425
Queens,11363,2021,July,499285.7143
Queens,11364,2021,July,386593.274
Queens,11365,2021,July,642667.9545
Queens,11366,2021,July,283767.6304
Queens,11367,2021,July,461947.4559
Queens,11368,2021,July,512337.4
Queens,11369,2021,July,269798.9574
Queens,11370,2021,July,609789.2414
Queens,11372,2021,July,312689.0612
Queens,11373,2021,July,293851.3286
Queens,11374,2021,July,588201.9155
Queens,11375,2021,July,485433.5088
Queens,11377,2021,July,455129.4333
Queens,11378,2021,July,464990.7091
Queens,11379,2021,July,643349.8837
Queens,11385,2021,July,854067
Queens,11411,2021,July,340250.5
Queens,11412,2021,July,384920.1333
Queens,11413,2021,July,329650.2222
Queens,11414,2021,July,394040
Queens,11415,2021,July,631581.6364
Queens,11416,2021,July,293595.8333
Queens,11417,2021,July,394520.4286
Queens,11418,2021,July,248322.5676
Queens,11419,2021,July,309553.4211
Queens,11420,2021,July,351880.6667
Queens,11421,2021,July,447979.3542
Queens,11422,2021,July,416900
Queens,11423,2021,July,293861.3889
Queens,11426,2021,July,400460.7143
Queens,11427,2021,July,560038.4615
Queens,11428,2021,July,498589.6429
Queens,11429,2021,July,319867.9167
Queens,11432,2021,July,415242.8571
Queens,11433,2021,July,339378.4792
Queens,11434,2021,July,378342.7612
Queens,11435,2021,July,1035403.654
Queens,11436,2021,July,525317.3333
Queens,11691,2021,July,554535
Queens,11692,2021,July,573550.7
Queens,11693,2021,July,304763.7368
Queens,11694,2021,July,626785.0417
Queens,11697,2021,July,195000
Queens,11001,2021,August,343333.3333
Queens,11004,2021,August,349867.7419
Queens,11005,2021,August,420031.25
Queens,11040,2021,August,670000
Queens,11101,2021,August,1172296.52
Queens,11102,2021,August,1855000
Queens,11103,2021,August,321800
Queens,11104,2021,August,515250
Queens,11105,2021,August,489060.3448
Queens,11106,2021,August,564303.0667
Queens,11109,2021,August,718000
Queens,11351,2021,August,846447.25
Queens,11354,2021,August,526022.4388
Queens,11355,2021,August,766618.4737
Queens,11356,2021,August,1086486.897
Queens,11357,2021,August,569010.5765
Queens,11358,2021,August,601073.5472
Queens,11360,2021,August,566606.1702
Queens,11361,2021,August,685057.475
Queens,11362,2021,August,589422.2286
Queens,11363,2021,August,636558.8235
Queens,11364,2021,August,520846.963
Queens,11365,2021,August,676765.1351
Queens,11366,2021,August,771074.4
Queens,11367,2021,August,475321.4364
Queens,11368,2021,August,427021.7021
Queens,11369,2021,August,431090.9429
Queens,11370,2021,August,445722.2593
Queens,11372,2021,August,546846.537
Queens,11373,2021,August,492171.3538
Queens,11374,2021,August,462773.2338
Queens,11375,2021,August,543873.2712
Queens,11377,2021,August,782459.0469
Queens,11378,2021,August,879187.375
Queens,11379,2021,August,583340.8226
Queens,11385,2021,August,751355.1493
Queens,11411,2021,August,384905.3077
Queens,11412,2021,August,414890.4333
Queens,11413,2021,August,1480593.962
Queens,11414,2021,August,420770.1343
Queens,11415,2021,August,216300.875
Queens,11416,2021,August,486388.8889
Queens,11417,2021,August,467732.2326
Queens,11418,2021,August,776674.975
Queens,11419,2021,August,393428.7959
Queens,11420,2021,August,703615.5636
Queens,11421,2021,August,479922.7333
Queens,11422,2021,August,389690.7381
Queens,11423,2021,August,486714.5714
Queens,11426,2021,August,439383.6977
Queens,11427,2021,August,491194.5652
Queens,11428,2021,August,763460
Queens,11429,2021,August,365321.4286
Queens,11430,2021,August,999999
Queens,11432,2021,August,551817.551
Queens,11433,2021,August,293287.875
Queens,11434,2021,August,457875.8382
Queens,11435,2021,August,457458.5417
Queens,11436,2021,August,405513.4375
Queens,11691,2021,August,1095508.053
Queens,11692,2021,August,485501
Queens,11693,2021,August,268533.4444
Queens,11694,2021,August,507868.1765
Queens,11697,2021,August,744285.7143
Queens,11001,2021,September,308583.3333
Queens,11004,2021,September,262690.9091
Queens,11005,2021,September,534836.75
Queens,11040,2021,September,657500
Queens,11101,2021,September,2809345.483
Queens,11102,2021,September,846544.5294
Queens,11103,2021,September,685610.619
Queens,11104,2021,September,1316588.235
Queens,11105,2021,September,548357.1724
Queens,11106,2021,September,917894.2593
Queens,11109,2021,September,0
Queens,11351,2021,September,601128
Queens,11354,2021,September,760211.6
Queens,11355,2021,September,541125.45
Queens,11356,2021,September,608025.3143
Queens,11357,2021,September,687344.1127
Queens,11358,2021,September,937543.1961
Queens,11360,2021,September,533489.3617
Queens,11361,2021,September,526435.2941
Queens,11362,2021,September,414688.5
Queens,11363,2021,September,762545.4545
Queens,11364,2021,September,503480.5844
Queens,11365,2021,September,893202.9655
Queens,11366,2021,September,582417.125
Queens,11367,2021,September,604846.8657
Queens,11368,2021,September,629234.35
Queens,11369,2021,September,537486.963
Queens,11370,2021,September,421295.3704
Queens,11372,2021,September,1416612.984
Queens,11373,2021,September,473334.6196
Queens,11374,2021,September,588925.9516
Queens,11375,2021,September,490327.7011
Queens,11377,2021,September,386140.7931
Queens,11378,2021,September,1874189.409
Queens,11379,2021,September,635087.9388
Queens,11385,2021,September,2145651.816
Queens,11411,2021,September,290840.4
Queens,11412,2021,September,520911.8
Queens,11413,2021,September,330768.625
Queens,11414,2021,September,403850
Queens,11415,2021,September,396725.4545
Queens,11416,2021,September,483272.7727
Queens,11417,2021,September,427399.7143
Queens,11418,2021,September,404944.7222
Queens,11419,2021,September,381305.8333
Queens,11420,2021,September,347700.9074
Queens,11421,2021,September,498924.3902
Queens,11422,2021,September,331917.6471
Queens,11423,2021,September,645811.8125
Queens,11426,2021,September,501190.4762
Queens,11427,2021,September,445181.8636
Queens,11428,2021,September,408815.7895
Queens,11429,2021,September,1058472.192
Queens,11432,2021,September,417526.5625
Queens,11433,2021,September,248667.1667
Queens,11434,2021,September,379467.9322
Queens,11435,2021,September,480989.8367
Queens,11436,2021,September,266355.1212
Queens,11691,2021,September,496235
Queens,11692,2021,September,444926.0714
Queens,11693,2021,September,438605.2632
Queens,11694,2021,September,584026.8947
Queens,11695,2021,September,0
Queens,11697,2021,September,691085.7143
Queens,11001,2021,October,459116.2308
Queens,11004,2021,October,474326.9231
Queens,11005,2021,October,401533.3333
Queens,11040,2021,October,466666.6667
Queens,11101,2021,October,947324.1728
Queens,11102,2021,October,1283698.5
Queens,11103,2021,October,679554.3478
Queens,11104,2021,October,254579
Queens,11105,2021,October,576037.037
Queens,11106,2021,October,444118.2353
Queens,11109,2021,October,2358000
Queens,11351,2021,October,1363444
Queens,11354,2021,October,1448106.779
Queens,11355,2021,October,491967.3187
Queens,11356,2021,October,739402.5172
Queens,11357,2021,October,641106.0606
Queens,11358,2021,October,618159.1475
Queens,11360,2021,October,521820.5833
Queens,11361,2021,October,672700.8
Queens,11362,2021,October,603750.8837
Queens,11363,2021,October,816937.5
Queens,11364,2021,October,553184.3594
Queens,11365,2021,October,571562.5714
Queens,11366,2021,October,781025.3714
Queens,11367,2021,October,454220.9
Queens,11368,2021,October,298086.2857
Queens,11369,2021,October,424589.381
Queens,11370,2021,October,645672.4828
Queens,11372,2021,October,1102565.679
Queens,11373,2021,October,399632.9091
Queens,11374,2021,October,370024.7536
Queens,11375,2021,October,559615.1071
Queens,11377,2021,October,447944.8148
Queens,11378,2021,October,2052886.792
Queens,11379,2021,October,559242.0968
Queens,11385,2021,October,591042.9296
Queens,11411,2021,October,280833.6111
Queens,11412,2021,October,336063.7179
Queens,11413,2021,October,373532.8714
Queens,11414,2021,October,515999.8864
Queens,11415,2021,October,527858.6957
Queens,11416,2021,October,1506204.1
Queens,11417,2021,October,324141.3939
Queens,11418,2021,October,457126.641
Queens,11419,2021,October,346076.7391
Queens,11420,2021,October,503403.6923
Queens,11421,2021,October,458585.7143
Queens,11422,2021,October,376392.0392
Queens,11423,2021,October,467935.1143
Queens,11426,2021,October,335089.2857
Queens,11427,2021,October,526258.0645
Queens,11428,2021,October,967188.8
Queens,11429,2021,October,468110.2632
Queens,11432,2021,October,1271098.66
Queens,11433,2021,October,622623.4091
Queens,11434,2021,October,403643.125
Queens,11435,2021,October,438077.0962
Queens,11436,2021,October,360968.7917
Queens,11691,2021,October,462177.75
Queens,11692,2021,October,424609.9167
Queens,11693,2021,October,230120
Queens,11694,2021,October,481732.5
Queens,11697,2021,October,489142.8571
Queens,11001,2021,November,424361.8
Queens,11004,2021,November,285037.931
Queens,11005,2021,November,444787.5
Queens,11040,2021,November,551250
Queens,11101,2021,November,7078687.016
Queens,11102,2021,November,827465
Queens,11103,2021,November,800341.5789
Queens,11104,2021,November,441418.1818
Queens,11105,2021,November,1326159.136
Queens,11106,2021,November,3613249.889
Queens,11109,2021,November,484620
Queens,11354,2021,November,536420.1339
Queens,11355,2021,November,752427.1327
Queens,11356,2021,November,658255.1538
Queens,11357,2021,November,541924.481
Queens,11358,2021,November,737037.2407
Queens,11360,2021,November,563848.3913
Queens,11361,2021,November,997708.4615
Queens,11362,2021,November,606818.9189
Queens,11363,2021,November,1180033.333
Queens,11364,2021,November,465025.4706
Queens,11365,2021,November,522371.4035
Queens,11366,2021,November,621814.8824
Queens,11367,2021,November,376622.9375
Queens,11368,2021,November,1018305
Queens,11369,2021,November,430341.5
Queens,11370,2021,November,480227.2727
Queens,11372,2021,November,356162.1509
Queens,11373,2021,November,569545.1507
Queens,11374,2021,November,346669.3404
Queens,11375,2021,November,1035334.556
Queens,11377,2021,November,684379.3088
Queens,11378,2021,November,674621.225
Queens,11379,2021,November,453316.3958
Queens,11385,2021,November,503672.2911
Queens,11411,2021,November,339619.5238
Queens,11412,2021,November,453590
Queens,11413,2021,November,366629.8085
Queens,11414,2021,November,420397.541
Queens,11415,2021,November,263239.0625
Queens,11416,2021,November,283956.6111
Queens,11417,2021,November,373291.6667
Queens,11418,2021,November,481800
Queens,11419,2021,November,276477.9545
Queens,11420,2021,November,392269.7059
Queens,11421,2021,November,691704.7222
Queens,11422,2021,November,267548.3333
Queens,11423,2021,November,387031.5625
Queens,11426,2021,November,347687.8125
Queens,11427,2021,November,412960
Queens,11428,2021,November,453084.6154
Queens,11429,2021,November,307125
Queens,11432,2021,November,615551.0408
Queens,11433,2021,November,897020
Queens,11434,2021,November,385894.9841
Queens,11435,2021,November,346883.383
Queens,11436,2021,November,337395.2941
Queens,11691,2021,November,25491702.72
Queens,11692,2021,November,462041.6667
Queens,11693,2021,November,328675
Queens,11694,2021,November,495502.9063
Queens,11697,2021,November,349833.3333
Queens,11001,2021,December,548888.8889
Queens,11004,2021,December,474780.381
Queens,11005,2021,December,449065.1429
Queens,11040,2021,December,337857.1429
Queens,11101,2021,December,2033903.922
Queens,11102,2021,December,927500
Queens,11103,2021,December,1919662.087
Queens,11104,2021,December,623588.2353
Queens,11105,2021,December,748197.2647
Queens,11106,2021,December,745923.5
Queens,11109,2021,December,549500
Queens,11351,2021,December,0
Queens,11354,2021,December,672439.6364
Queens,11355,2021,December,598028.8448
Queens,11356,2021,December,777833.3333
Queens,11357,2021,December,1536673.853
Queens,11358,2021,December,830542.431
Queens,11360,2021,December,574121.9512
Queens,11361,2021,December,634642.2
Queens,11362,2021,December,1202713.385
Queens,11363,2021,December,674000
Queens,11364,2021,December,407470.8696
Queens,11365,2021,December,524340.9091
Queens,11366,2021,December,539260
Queens,11367,2021,December,575571.0921
Queens,11368,2021,December,575161.1111
Queens,11369,2021,December,399526.7949
Queens,11370,2021,December,511022.7273
Queens,11372,2021,December,674468.6531
Queens,11373,2021,December,1156357.52
Queens,11374,2021,December,543023.6912
Queens,11375,2021,December,479640.7184
Queens,11377,2021,December,988896.9855
Queens,11378,2021,December,4772757.925
Queens,11379,2021,December,424830.566
Queens,11385,2021,December,613945.7831
Queens,11411,2021,December,179237.037
Queens,11412,2021,December,422060.8696
Queens,11413,2021,December,536589.8214
Queens,11414,2021,December,250297.619
Queens,11415,2021,December,535900.8
Queens,11416,2021,December,364700.3333
Queens,11417,2021,December,842876.0417
Queens,11418,2021,December,460278.7879
Queens,11419,2021,December,551539.5349
Queens,11420,2021,December,406793.3269
Queens,11421,2021,December,497889.3333
Queens,11422,2021,December,439540.3409
Queens,11423,2021,December,637746.4634
Queens,11426,2021,December,508592.5556
Queens,11427,2021,December,426808.8
Queens,11428,2021,December,331286.6522
Queens,11429,2021,December,308733.0769
Queens,11430,2021,December,1550000
Queens,11432,2021,December,677500
Queens,11433,2021,December,414253.5
Queens,11434,2021,December,596691.5
Queens,11435,2021,December,5627424.635
Queens,11436,2021,December,325609.0435
Queens,11691,2021,December,281725.4194
Queens,11692,2021,December,348000
Queens,11693,2021,December,375357.8947
Queens,11694,2021,December,612935.1154
Queens,11697,2021,December,672000
Queens,11001,2022,January,426250
Queens,11004,2022,January,370810
Queens,11005,2022,January,434915.0769
Queens,11040,2022,January,400177.6
Queens,11101,2022,January,3984220.292
Queens,11102,2022,January,868277.7778
Queens,11103,2022,January,644159.125
Queens,11104,2022,January,485075.5333
Queens,11105,2022,January,1095074.157
Queens,11106,2022,January,1024783.5
Queens,11109,2022,January,407500
Queens,11351,2022,January,1140102
Queens,11354,2022,January,437597.4434
Queens,11355,2022,January,506848.3404
Queens,11356,2022,January,497700.2105
Queens,11357,2022,January,929702.5
Queens,11358,2022,January,638422.0339
Queens,11360,2022,January,851806.1282
Queens,11361,2022,January,735362.359
Queens,11362,2022,January,586634.5769
Queens,11363,2022,January,406800
Queens,11364,2022,January,516633.4615
Queens,11365,2022,January,1013661.7
Queens,11366,2022,January,571381.381
Queens,11367,2022,January,432649.6207
Queens,11368,2022,January,569612.7872
Queens,11369,2022,January,511200.9615
Queens,11370,2022,January,469045.4545
Queens,11372,2022,January,444890.2439
Queens,11373,2022,January,640497.1857
Queens,11374,2022,January,409974.86
Queens,11375,2022,January,513919.6517
Queens,11377,2022,January,1978027.059
Queens,11378,2022,January,685141.4255
Queens,11379,2022,January,517343.4118
Queens,11385,2022,January,914131.7164
Queens,11411,2022,January,284133.3333
Queens,11412,2022,January,445455.3939
Queens,11413,2022,January,468164.6667
Queens,11414,2022,January,396276.4651
Queens,11415,2022,January,370134.6154
Queens,11416,2022,January,739845.4545
Queens,11417,2022,January,619793.027
Queens,11418,2022,January,2259100
Queens,11419,2022,January,399527.6429
Queens,11420,2022,January,357153
Queens,11421,2022,January,620274.5161
Queens,11422,2022,January,463225
Queens,11423,2022,January,593750
Queens,11426,2022,January,512217.3913
Queens,11427,2022,January,504460.4
Queens,11428,2022,January,450971.1765
Queens,11429,2022,January,410904.8095
Queens,11432,2022,January,2027326.304
Queens,11433,2022,January,442925
Queens,11434,2022,January,475676.25
Queens,11435,2022,January,280586.5385
Queens,11436,2022,January,388121.3333
Queens,11691,2022,January,441540.6563
Queens,11692,2022,January,543507.875
Queens,11693,2022,January,422058.8235
Queens,11694,2022,January,912407.2174
Queens,11697,2022,January,735708.25
Queens,11001,2022,February,485000
Queens,11004,2022,February,256140.9091
Queens,11005,2022,February,305080
Queens,11040,2022,February,86666.66667
Queens,11101,2022,February,1775844.05
Queens,11102,2022,February,2965709.783
Queens,11103,2022,February,582758.6207
Queens,11104,2022,February,845319.1765
Queens,11105,2022,February,638275.5238
Queens,11106,2022,February,622928.5556
Queens,11109,2022,February,753166.6667
Queens,11351,2022,February,1906409
Queens,11354,2022,February,1298683.417
Queens,11355,2022,February,510987.8118
Queens,11356,2022,February,564010.6897
Queens,11357,2022,February,794118.322
Queens,11358,2022,February,843014.7059
Queens,11360,2022,February,571731.617
Queens,11361,2022,February,686834.8108
Queens,11362,2022,February,413016.7333
Queens,11363,2022,February,1805961.538
Queens,11364,2022,February,431924.975
Queens,11365,2022,February,542319.1277
Queens,11366,2022,February,639404.7619
Queens,11367,2022,February,616201.6774
Queens,11368,2022,February,428478.7561
Queens,11369,2022,February,481973.6316
Queens,11370,2022,February,555133.8571
Queens,11372,2022,February,360458.0645
Queens,11373,2022,February,502326.6613
Queens,11374,2022,February,736685.3684
Queens,11375,2022,February,518591.25
Queens,11377,2022,February,539014.5
Queens,11378,2022,February,755929.7436
Queens,11379,2022,February,644067.1628
Queens,11385,2022,February,716668.1644
Queens,11411,2022,February,240521.7391
Queens,11412,2022,February,558396.4474
Queens,11413,2022,February,489834.7778
Queens,11414,2022,February,406686
Queens,11415,2022,February,345865.7813
Queens,11416,2022,February,443333.3333
Queens,11417,2022,February,529490.4348
Queens,11418,2022,February,1059593.75
Queens,11419,2022,February,488842.6522
Queens,11420,2022,February,1000582.755
Queens,11421,2022,February,386400
Queens,11422,2022,February,301115.7586
Queens,11423,2022,February,5999826.923
Queens,11426,2022,February,490850.5
Queens,11427,2022,February,19579518.52
Queens,11428,2022,February,534154.6154
Queens,11429,2022,February,412036.64
Queens,11432,2022,February,413891.3514
Queens,11433,2022,February,317988.5417
Queens,11434,2022,February,746665.6923
Queens,11435,2022,February,389187.5
Queens,11436,2022,February,361928.5714
Queens,11691,2022,February,568277.1818
Queens,11692,2022,February,443483.5714
Queens,11693,2022,February,365000
Queens,11694,2022,February,537464.2857
Queens,11697,2022,February,531592.2222
Queens,11001,2022,March,457187.5
Queens,11004,2022,March,755192.3077
Queens,11005,2022,March,428916.6667
Queens,11040,2022,March,246500
Queens,11101,2022,March,8470970.571
Queens,11102,2022,March,1268941.176
Queens,11103,2022,March,1008337.706
Queens,11104,2022,March,1181625.333
Queens,11105,2022,March,954694.7188
Queens,11106,2022,March,793610.15
Queens,11109,2022,March,2500000
Queens,11351,2022,March,2041654
Queens,11354,2022,March,871621.0811
Queens,11355,2022,March,602332.5208
Queens,11356,2022,March,554306.4167
Queens,11357,2022,March,601466.7959
Queens,11358,2022,March,534325.2564
Queens,11360,2022,March,475612.9032
Queens,11361,2022,March,547083.3889
Queens,11362,2022,March,611476.9231
Queens,11363,2022,March,842000
Queens,11364,2022,March,480739.4634
Queens,11365,2022,March,841722.7879
Queens,11366,2022,March,622500
Queens,11367,2022,March,413679.34
Queens,11368,2022,March,581078.3571
Queens,11369,2022,March,533000.4348
Queens,11370,2022,March,607916.6667
Queens,11372,2022,March,425145.2727
Queens,11373,2022,March,3659266.022
Queens,11374,2022,March,443716.4762
Queens,11375,2022,March,450506.8784
Queens,11377,2022,March,929957.8478
Queens,11378,2022,March,427041.5938
Queens,11379,2022,March,448300.9286
Queens,11385,2022,March,924178.9853
Queens,11411,2022,March,308813.4
Queens,11412,2022,March,487120
Queens,11413,2022,March,336616.4286
Queens,11414,2022,March,369631.5526
Queens,11415,2022,March,330730.7692
Queens,11416,2022,March,499620
Queens,11417,2022,March,394974.8148
Queens,11418,2022,March,512266.1034
Queens,11419,2022,March,430086.069
Queens,11420,2022,March,338439.5122
Queens,11421,2022,March,411217.3913
Queens,11422,2022,March,440421.7391
Queens,11423,2022,March,454444.4444
Queens,11426,2022,March,538578.6667
Queens,11427,2022,March,422333.3333
Queens,11428,2022,March,581142.8571
Queens,11429,2022,March,423638.8889
Queens,11432,2022,March,794467.7419
Queens,11433,2022,March,396750.4167
Queens,11434,2022,March,492568.4091
Queens,11435,2022,March,568190.4762
Queens,11436,2022,March,347478.6957
Queens,11691,2022,March,472645.1613
Queens,11692,2022,March,243890
Queens,11693,2022,March,764682.7143
Queens,11694,2022,March,555821.375
Queens,11697,2022,March,544285.7143
Staten Island,10301,2021,April,544580.4906
Staten Island,10302,2021,April,454241.3793
Staten Island,10303,2021,April,394080.6667
Staten Island,10304,2021,April,345933.7273
Staten Island,10305,2021,April,356564.8182
Staten Island,10306,2021,April,397874.5865
Staten Island,10307,2021,April,513257.5641
Staten Island,10308,2021,April,426517.4364
Staten Island,10309,2021,April,434621.8732
Staten Island,10310,2021,April,313292.5758
Staten Island,10312,2021,April,364661.8125
Staten Island,10314,2021,April,426565.6667
Staten Island,10301,2021,May,452966.88
Staten Island,10302,2021,May,522448.2414
Staten Island,10303,2021,May,309599.3421
Staten Island,10304,2021,May,459191.0196
Staten Island,10305,2021,May,425826.1034
Staten Island,10306,2021,May,553603.4479
Staten Island,10307,2021,May,2672073.895
Staten Island,10308,2021,May,450985.0192
Staten Island,10309,2021,May,523204.6571
Staten Island,10310,2021,May,421382.8125
Staten Island,10312,2021,May,460580.6387
Staten Island,10314,2021,May,404842.4526
Staten Island,10301,2021,June,405342.0476
Staten Island,10302,2021,June,1146764.815
Staten Island,10303,2021,June,385149.2045
Staten Island,10304,2021,June,359470.9273
Staten Island,10305,2021,June,392968.9315
Staten Island,10306,2021,June,463770.2178
Staten Island,10307,2021,June,794083.1053
Staten Island,10308,2021,June,492587.8939
Staten Island,10309,2021,June,560441.0725
Staten Island,10310,2021,June,555244.6596
Staten Island,10312,2021,June,445299.0079
Staten Island,10314,2021,June,540071.6471
Staten Island,10301,2021,July,444341.4746
Staten Island,10302,2021,July,314158.8966
Staten Island,10303,2021,July,374928.2121
Staten Island,10304,2021,July,721569.7818
Staten Island,10305,2021,July,571458.8876
Staten Island,10306,2021,July,455036.5505
Staten Island,10307,2021,July,592606.4884
Staten Island,10308,2021,July,529059.4074
Staten Island,10309,2021,July,594675.9577
Staten Island,10310,2021,July,448544.5435
Staten Island,10312,2021,July,539149.5888
Staten Island,10314,2021,July,580006.9722
Staten Island,10301,2021,August,509467.8596
Staten Island,10302,2021,August,439000
Staten Island,10303,2021,August,310604.4333
Staten Island,10304,2021,August,441520.3768
Staten Island,10305,2021,August,580172.0267
Staten Island,10306,2021,August,581172.0238
Staten Island,10307,2021,August,598338.8125
Staten Island,10308,2021,August,582204.3091
Staten Island,10309,2021,August,6921396.26
Staten Island,10310,2021,August,535109.2973
Staten Island,10312,2021,August,614533.9296
Staten Island,10314,2021,August,409675.1552
Staten Island,10301,2021,September,385868.6538
Staten Island,10302,2021,September,270190.1563
Staten Island,10303,2021,September,370090
Staten Island,10304,2021,September,1388892.122
Staten Island,10305,2021,September,1031190.651
Staten Island,10306,2021,September,514417.9882
Staten Island,10307,2021,September,722170.76
Staten Island,10308,2021,September,497482
Staten Island,10309,2021,September,603293.8955
Staten Island,10310,2021,September,405567.7073
Staten Island,10312,2021,September,499775.9153
Staten Island,10314,2021,September,531158.1801
Staten Island,10301,2021,October,501854.5283
Staten Island,10302,2021,October,350842.1053
Staten Island,10303,2021,October,704512.5227
Staten Island,10304,2021,October,479758.1528
Staten Island,10305,2021,October,491081.4
Staten Island,10306,2021,October,479774.9474
Staten Island,10307,2021,October,338101.3158
Staten Island,10308,2021,October,434614.5833
Staten Island,10309,2021,October,628706.6364
Staten Island,10310,2021,October,376980.3143
Staten Island,10312,2021,October,521694.4255
Staten Island,10314,2021,October,457354.8302
Staten Island,10301,2021,November,449394.7368
Staten Island,10302,2021,November,1665331.484
Staten Island,10303,2021,November,320544.3488
Staten Island,10304,2021,November,371307.119
Staten Island,10305,2021,November,491380.4659
Staten Island,10306,2021,November,400702.7664
Staten Island,10307,2021,November,2275009.368
Staten Island,10308,2021,November,463017.9091
Staten Island,10309,2021,November,580752.4028
Staten Island,10310,2021,November,316026.0769
Staten Island,10312,2021,November,564739
Staten Island,10314,2021,November,453358.1963
Staten Island,10301,2021,December,1281073.944
Staten Island,10302,2021,December,493781.7143
Staten Island,10303,2021,December,398349.3684
Staten Island,10304,2021,December,1248177.303
Staten Island,10305,2021,December,444900.7961
Staten Island,10306,2021,December,261461.0643
Staten Island,10307,2021,December,463161.7647
Staten Island,10308,2021,December,495538.8913
Staten Island,10309,2021,December,635431.803
Staten Island,10310,2021,December,475666.2162
Staten Island,10312,2021,December,439135.7388
Staten Island,10314,2021,December,532660.1258
Staten Island,10301,2022,January,459853.8654
Staten Island,10302,2022,January,231187.5
Staten Island,10303,2022,January,396886.5526
Staten Island,10304,2022,January,528960.6333
Staten Island,10305,2022,January,487473.8108
Staten Island,10306,2022,January,540344.2323
Staten Island,10307,2022,January,658089.3548
Staten Island,10308,2022,January,513890
Staten Island,10309,2022,January,629425.2344
Staten Island,10310,2022,January,453056
Staten Island,10312,2022,January,598330.913
Staten Island,10314,2022,January,573622.446
Staten Island,10301,2022,February,500434.375
Staten Island,10302,2022,February,422850
Staten Island,10303,2022,February,808494.3793
Staten Island,10304,2022,February,433092.3684
Staten Island,10305,2022,February,452282.4082
Staten Island,10306,2022,February,565551
Staten Island,10307,2022,February,541049.9444
Staten Island,10308,2022,February,505677.1176
Staten Island,10309,2022,February,643989.5306
Staten Island,10310,2022,February,435958.3333
Staten Island,10312,2022,February,566023.8987
Staten Island,10314,2022,February,527735.7975
Staten Island,10301,2022,March,2852125
Staten Island,10302,2022,March,393702.5
Staten Island,10303,2022,March,1242963.333
Staten Island,10304,2022,March,463230.25
Staten Island,10305,2022,March,395222.5926
Staten Island,10306,2022,March,540160.1087
Staten Island,10307,2022,March,937892.75
Staten Island,10308,2022,March,356143.5714
Staten Island,10309,2022,March,519973.0625
Staten Island,10310,2022,March,377166.6667
Staten Island,10312,2022,March,526573.42
Staten Island,10314,2022,March,517129.3469
Manhattan,10001,2020,August,2696119.75
Manhattan,10002,2020,August,775178.7059
Manhattan,10003,2020,August,1050942.105
Manhattan,10004,2020,August,257500
Manhattan,10005,2020,August,998125
Manhattan,10006,2020,August,0
Manhattan,10007,2020,August,3175000
Manhattan,10009,2020,August,1455000
Manhattan,10010,2020,August,1389531.25
Manhattan,10011,2020,August,1397900
Manhattan,10012,2020,August,532977.7333
Manhattan,10013,2020,August,1983961.875
Manhattan,10014,2020,August,1857913.667
Manhattan,10016,2020,August,616011.26
Manhattan,10017,2020,August,364875
Manhattan,10018,2020,August,57564800
